Age,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,NumberOfTrips,MonthlyIncome,NumberOfChildrenVisiting,Gender,MaritalStatus,TypeofContact,Occupation,ProductPitched,Designation,CityTier,PreferredPropertyStar,Passport,PitchSatisfactionScore,OwnCar
33.0,6.0,2,2.0,3.0,20376.0,0.0,Female,Divorced,Company Invited,Salaried,Deluxe,Manager,3,5.0,0,3,1
36.0,7.0,3,4.0,2.0,23395.0,1.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,3,1
59.0,9.0,3,4.0,4.0,17177.0,0.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,0
51.0,35.0,3,5.0,6.0,29532.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,1,5,0
60.0,32.0,3,4.0,2.0,26315.0,1.0,Fe Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,3,5.0,0,3,1
43.0,35.0,3,5.0,2.0,23201.0,1.0,Female,Divorced,Company Invited,Large Business,Deluxe,Manager,1,3.0,0,3,0
44.0,28.0,4,4.0,2.0,20936.0,3.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,3.0,0,4,0
45.0,35.0,3,2.0,5.0,31998.0,2.0,Female,Divorced,Self Enquiry,Small Business,Super Deluxe,AVP,3,3.0,1,2,1
29.0,24.0,4,4.0,3.0,23236.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,0,2,0
25.0,14.0,3,4.0,3.0,21564.0,1.0,Female,Married,Company Invited,Salaried,Basic,Executive,1,3.0,1,4,0
25.0,24.0,3,5.0,3.0,23055.0,2.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,1
42.0,14.0,3,3.0,2.0,33430.0,1.0,Male,Married,Company Invited,Salaried,King,VP,1,3.0,0,5,1
41.0,15.0,3,3.0,2.0,17289.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,5,1
47.0,22.0,3,6.0,8.0,22101.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,1,0
53.0,8.0,2,1.0,5.0,31598.0,0.0,Male,Single,Self Enquiry,Small Business,Super Deluxe,AVP,1,4.0,0,1,1
35.0,22.0,3,3.0,1.0,23020.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,4.0,0,1,1
55.0,8.0,3,3.0,3.0,31659.0,1.0,Female,Single,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,1,5,0
30.0,22.0,3,5.0,2.0,22871.0,2.0,Female,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,1,1
30.0,8.0,2,5.0,3.0,21091.0,1.0,Female,Single,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,2,0
47.0,15.0,3,3.0,5.0,17105.0,0.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,1
29.0,21.0,3,5.0,1.0,17168.0,0.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,5,1
28.0,15.0,3,3.0,6.0,17377.0,1.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,1
26.0,13.0,2,4.0,1.0,17875.0,1.0,Female,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,5.0,1,4,1
59.0,6.0,2,4.0,1.0,20473.0,0.0,Female,Single,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,5,1
34.0,9.0,2,4.0,4.0,17979.0,0.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,1,0
54.0,9.0,3,5.0,4.0,26203.0,2.0,Female,Divorced,Company Invited,Small Business,Standard,Senior Manager,3,4.0,0,2,0
44.0,6.0,2,4.0,5.0,20985.0,1.0,Female,Single,Self Enquiry,Salaried,Deluxe,Manager,2,3.0,0,5,1
45.0,9.0,4,2.0,3.0,20689.0,1.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,1
47.0,7.0,4,4.0,2.0,28074.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,5.0,0,2,0
45.0,24.0,4,6.0,4.0,20968.0,2.0,Male,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,4,1
32.0,10.0,3,4.0,3.0,21743.0,1.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,5.0,1,1,0
59.0,22.0,3,4.0,4.0,34465.0,1.0,Male,Married,Company Invited,Salaried,Super Deluxe,AVP,1,3.0,1,1,1
55.0,20.0,3,1.0,1.0,33722.0,1.0,Male,Single,Self Enquiry,Small Business,King,VP,1,4.0,0,1,1
34.0,7.0,3,2.0,3.0,24166.0,1.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,4.0,1,3,1
34.0,14.0,3,4.0,3.0,24646.0,2.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,5,1
35.0,6.0,2,1.0,4.0,17506.0,1.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,3,1
44.0,29.0,3,3.0,1.0,33213.0,2.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,5.0,0,3,0
30.0,15.0,4,5.0,3.0,23734.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,3,1
38.0,16.0,3,3.0,2.0,20343.0,2.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,4,0
33.0,12.0,3,5.0,2.0,28357.0,2.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,1,0
29.0,23.0,2,4.0,2.0,22988.0,0.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,2,5.0,0,3,0
33.0,6.0,3,1.0,5.0,31184.0,0.0,Female,Married,Self Enquiry,Small Business,Super Deluxe,AVP,1,3.0,0,1,1
44.0,8.0,3,1.0,2.0,17011.0,0.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,1
46.0,16.0,4,4.0,6.0,29439.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,1,2,1
21.0,24.0,3,3.0,1.0,17625.0,1.0,Female,Married,Company Invited,Small Business,Deluxe,Manager,3,3.0,1,5,0
29.0,17.0,3,4.0,5.0,22338.0,2.0,Female,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,4,1
60.0,13.0,2,1.0,1.0,20220.0,0.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,5,0
29.0,16.0,3,3.0,2.0,17642.0,0.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,3,3.0,0,4,1
38.0,9.0,2,3.0,1.0,21861.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,1,3,1
35.0,24.0,3,3.0,2.0,24069.0,0.0,Male,Divorced,Company Invited,Salaried,Standard,Senior Manager,3,5.0,0,4,1
25.0,31.0,3,4.0,2.0,22275.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,5,0
34.0,17.0,3,2.0,2.0,27058.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,1,4,1
40.0,9.0,4,5.0,3.0,23231.0,2.0,Female,Unmarried,Self Enquiry,Large Business,Deluxe,Manager,1,3.0,0,1,1
35.0,17.0,3,4.0,3.0,24884.0,1.0,Male,Divorced,Company Invited,Small Business,Standard,Senior Manager,1,5.0,1,5,1
39.0,28.0,2,3.0,2.0,25880.0,0.0,Fe Male,Unmarried,Company Invited,Small Business,Standard,Senior Manager,1,5.0,1,5,1
37.0,13.0,1,3.0,5.0,28664.0,0.0,Male,Single,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,1,0
30.0,24.0,3,3.0,2.0,17632.0,2.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,1
36.0,9.0,4,4.0,3.0,20752.0,2.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,1,1,1
44.0,13.0,4,5.0,3.0,22759.0,2.0,Female,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,4,1
27.0,11.0,2,4.0,2.0,27808.0,0.0,Male,Married,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,1,3,0
32.0,29.0,3,6.0,3.0,28530.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,2,3.0,0,1,0
30.0,9.0,3,3.0,2.0,17083.0,1.0,Female,Married,Company Invited,Small Business,Basic,Executive,1,3.0,0,3,1
38.0,31.0,2,4.0,4.0,27061.0,0.0,Female,Divorced,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,3,1
36.0,9.0,4,4.0,4.0,23771.0,1.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,5.0,0,4,0
32.0,13.0,4,6.0,6.0,24850.0,3.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,1,3,0
40.0,6.0,3,4.0,2.0,28503.0,1.0,Male,Married,Company Invited,Salaried,Super Deluxe,AVP,1,4.0,0,1,1
46.0,8.0,3,5.0,4.0,31872.0,0.0,Female,Married,Self Enquiry,Large Business,Super Deluxe,AVP,3,4.0,1,5,1
29.0,12.0,2,3.0,2.0,18131.0,0.0,Female,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,0
48.0,34.0,4,2.0,6.0,25075.0,3.0,Fe Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,3,3.0,1,4,1
32.0,15.0,3,3.0,2.0,21322.0,2.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,5,1
36.0,14.0,4,4.0,3.0,24041.0,2.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,4.0,1,3,1
30.0,9.0,4,4.0,3.0,23327.0,2.0,Male,Divorced,Company Invited,Salaried,Deluxe,Manager,3,3.0,0,2,1
35.0,9.0,4,4.0,4.0,22711.0,3.0,Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,4,1
54.0,13.0,3,4.0,4.0,21128.0,2.0,Male,Single,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,5,1
35.0,26.0,4,2.0,2.0,23982.0,1.0,Male,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,3.0,1,1,0
41.0,16.0,3,4.0,2.0,22295.0,1.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,4.0,1,4,0
25.0,25.0,3,4.0,2.0,21452.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,0
37.0,11.0,4,4.0,2.0,23809.0,2.0,Female,Married,Company Invited,Salaried,Deluxe,Manager,1,4.0,0,3,1
30.0,6.0,3,4.0,2.0,24714.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,3,5.0,0,4,1
32.0,17.0,3,4.0,4.0,25261.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,1,0
34.0,12.0,3,4.0,3.0,21529.0,1.0,Female,Unmarried,Self Enquiry,Small Business,Basic,Executive,3,3.0,1,2,1
20.0,10.0,2,3.0,2.0,17973.0,1.0,Male,Single,Self Enquiry,Large Business,Basic,Executive,1,5.0,0,3,1
37.0,10.0,4,2.0,8.0,25520.0,3.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,5.0,0,1,1
30.0,32.0,2,4.0,6.0,21696.0,1.0,Female,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,5.0,0,1,1
34.0,13.0,2,4.0,5.0,26403.0,1.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,5,1
33.0,9.0,3,5.0,6.0,20854.0,2.0,Male,Single,Self Enquiry,Large Business,Deluxe,Manager,1,5.0,0,4,0
38.0,18.0,3,4.0,3.0,30863.0,2.0,Male,Married,Company Invited,Salaried,Standard,Senior Manager,1,3.0,1,3,1
35.0,11.0,4,4.0,4.0,28391.0,3.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,1,4,0
29.0,34.0,3,6.0,2.0,23886.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,0,4,1
41.0,17.0,3,3.0,5.0,20891.0,2.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,3,0
59.0,8.0,2,4.0,1.0,33844.0,1.0,Female,Married,Company Invited,Salaried,King,VP,2,3.0,0,1,0
56.0,9.0,3,5.0,2.0,32255.0,1.0,Female,Single,Company Invited,Salaried,Basic,Executive,3,3.0,0,5,0
28.0,10.0,3,4.0,3.0,20384.0,1.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,3.0,0,2,1
28.0,9.0,3,4.0,2.0,22146.0,1.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,4.0,0,5,1
27.0,8.0,2,1.0,1.0,21500.0,1.0,Female,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,1,0
50.0,9.0,3,3.0,2.0,33200.0,2.0,Male,Married,Company Invited,Small Business,King,VP,2,4.0,0,1,1
38.0,6.0,2,3.0,5.0,22861.0,1.0,Female,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,1,1,0
34.0,11.0,2,4.0,3.0,26631.0,0.0,Fe Male,Unmarried,Self Enquiry,Small Business,Standard,Senior Manager,1,5.0,0,2,0
42.0,10.0,2,3.0,2.0,34232.0,0.0,Male,Married,Self Enquiry,Large Business,King,VP,1,3.0,0,1,0
31.0,12.0,4,5.0,2.0,22439.0,1.0,Male,Married,Company Invited,Salaried,Basic,Executive,1,3.0,0,5,0
37.0,20.0,3,4.0,6.0,20821.0,1.0,Male,Divorced,Self Enquiry,Salaried,Basic,Executive,2,4.0,0,3,1
46.0,8.0,2,3.0,4.0,33947.0,1.0,Female,Single,Self Enquiry,Small Business,King,VP,3,5.0,0,2,0
41.0,10.0,2,3.0,2.0,24355.0,0.0,Male,Unmarried,Company Invited,Small Business,Deluxe,Manager,3,4.0,0,3,1
56.0,15.0,3,5.0,3.0,32255.0,2.0,Male,Married,Company Invited,Small Business,Super Deluxe,AVP,1,4.0,1,3,1
27.0,9.0,3,5.0,2.0,22582.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,0
44.0,16.0,3,3.0,2.0,17936.0,2.0,Male,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,3,1
29.0,7.0,4,5.0,3.0,20241.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,0
29.0,6.0,2,3.0,1.0,17058.0,0.0,Male,Single,Self Enquiry,Large Business,Basic,Executive,1,3.0,0,2,0
32.0,6.0,3,4.0,7.0,17332.0,2.0,Female,Married,Company Invited,Salaried,Basic,Executive,1,4.0,0,3,0
35.0,23.0,4,5.0,3.0,21231.0,3.0,Female,Single,Company Invited,Salaried,Basic,Executive,1,3.0,0,5,1
33.0,14.0,2,1.0,7.0,18143.0,1.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,3,1
33.0,33.0,4,4.0,2.0,23143.0,3.0,Male,Divorced,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,4,1
43.0,33.0,2,3.0,1.0,25820.0,0.0,Female,Married,Company Invited,Salaried,Standard,Senior Manager,1,5.0,0,4,1
44.0,9.0,4,4.0,2.0,22217.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,2,3.0,0,1,0
29.0,16.0,4,4.0,7.0,21055.0,2.0,Female,Married,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,3,1
21.0,11.0,3,4.0,3.0,21651.0,1.0,Male,Unmarried,Self Enquiry,Large Business,Basic,Executive,1,5.0,0,3,1
38.0,9.0,4,4.0,6.0,28280.0,3.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,3,0
39.0,8.0,2,1.0,1.0,22880.0,1.0,Male,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,0,2,1
34.0,15.0,3,3.0,2.0,20714.0,0.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,1,0
37.0,7.0,3,4.0,2.0,23906.0,1.0,Female,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,5,0
51.0,12.0,2,3.0,1.0,34537.0,0.0,Male,Single,Self Enquiry,Salaried,King,VP,1,3.0,0,5,1
35.0,12.0,2,5.0,2.0,21646.0,0.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,5,1
37.0,10.0,3,4.0,7.0,21513.0,2.0,Female,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,1,0
47.0,8.0,2,3.0,2.0,31752.0,0.0,Female,Married,Self Enquiry,Salaried,Super Deluxe,AVP,1,3.0,1,4,1
29.0,14.0,3,4.0,2.0,20056.0,0.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,1,3,0
56.0,6.0,2,3.0,3.0,17066.0,1.0,Female,Divorced,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,5,1
40.0,32.0,2,3.0,2.0,20605.0,0.0,Female,Married,Company Invited,Small Business,Deluxe,Manager,1,4.0,0,2,1
42.0,9.0,4,5.0,4.0,25489.0,1.0,Fe Male,Unmarried,Company Invited,Salaried,Deluxe,Manager,1,3.0,1,1,0
45.0,19.0,2,1.0,7.0,33824.0,0.0,Male,Single,Self Enquiry,Small Business,Super Deluxe,AVP,3,3.0,1,3,1
45.0,8.0,3,4.0,1.0,31792.0,0.0,Male,Divorced,Company Invited,Small Business,Super Deluxe,AVP,1,3.0,0,4,1
41.0,8.0,2,3.0,2.0,31015.0,1.0,Male,Single,Self Enquiry,Salaried,Super Deluxe,AVP,3,4.0,0,3,1
51.0,32.0,3,3.0,3.0,31307.0,1.0,Female,Divorced,Self Enquiry,Small Business,Super Deluxe,AVP,3,3.0,0,3,0
32.0,7.0,4,5.0,3.0,20896.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,5.0,0,4,1
28.0,15.0,3,3.0,2.0,20253.0,0.0,Male,Single,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,3,1
32.0,12.0,3,4.0,2.0,23499.0,2.0,Male,Divorced,Self Enquiry,Large Business,Basic,Executive,1,3.0,1,4,0
43.0,10.0,4,2.0,4.0,23909.0,1.0,Female,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,5,0
38.0,9.0,4,5.0,8.0,20768.0,1.0,Male,Single,Self Enquiry,Free Lancer,Basic,Executive,1,3.0,1,3,0
46.0,11.0,3,3.0,5.0,20772.0,1.0,Male,Single,Company Invited,Small Business,Deluxe,Manager,3,3.0,1,5,1
44.0,32.0,4,5.0,7.0,29476.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,3.0,0,4,1
41.0,29.0,4,5.0,4.0,25058.0,2.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,3,1
40.0,21.0,3,4.0,2.0,25435.0,1.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,0,1,1
42.0,32.0,3,3.0,6.0,28525.0,2.0,Female,Divorced,Company Invited,Small Business,Super Deluxe,AVP,3,4.0,0,3,1
40.0,10.0,3,2.0,2.0,25067.0,1.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,2,4.0,0,1,0
27.0,23.0,2,3.0,2.0,17394.0,0.0,Female,Single,Self Enquiry,Salaried,Basic,Executive,1,3.0,1,5,1
48.0,8.0,2,4.0,1.0,22898.0,0.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,4.0,1,1,1
39.0,16.0,3,3.0,3.0,20377.0,2.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,0,5,1
36.0,29.0,3,6.0,2.0,22908.0,2.0,Male,Unmarried,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,4,1
51.0,10.0,3,5.0,3.0,21361.0,1.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,3,3.0,1,4,0
48.0,10.0,3,4.0,2.0,32448.0,2.0,Female,Married,Company Invited,Small Business,Super Deluxe,AVP,3,3.0,1,5,1
35.0,23.0,3,3.0,4.0,23966.0,1.0,Male,Divorced,Self Enquiry,Salaried,Deluxe,Manager,3,5.0,1,3,1
31.0,27.0,3,4.0,2.0,28635.0,1.0,Male,Divorced,Self Enquiry,Salaried,Deluxe,Manager,1,5.0,0,4,1
26.0,11.0,2,4.0,2.0,17366.0,1.0,Female,Married,Company Invited,Small Business,Basic,Executive,1,3.0,1,1,0
54.0,25.0,3,3.0,1.0,20485.0,0.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,5.0,1,3,0
39.0,9.0,4,4.0,8.0,21735.0,1.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,4,0
44.0,16.0,2,3.0,3.0,21465.0,1.0,Male,Married,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,1,3,0
48.0,10.0,2,4.0,3.0,30202.0,1.0,Male,Married,Company Invited,Small Business,Super Deluxe,AVP,1,3.0,0,5,1
43.0,13.0,2,3.0,1.0,24985.0,0.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,5.0,0,5,1
34.0,8.0,2,3.0,2.0,21274.0,0.0,Male,Single,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,5,0
27.0,36.0,3,4.0,7.0,22984.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,5,0
32.0,27.0,3,4.0,3.0,25610.0,1.0,Female,Divorced,Company Invited,Small Business,Deluxe,Manager,3,3.0,0,2,1
31.0,36.0,3,4.0,5.0,27928.0,2.0,Male,Married,Self Enquiry,Large Business,Standard,Senior Manager,3,4.0,0,4,0
36.0,11.0,3,3.0,1.0,20914.0,2.0,Male,Single,Self Enquiry,Salaried,Deluxe,Manager,1,4.0,0,2,0
55.0,10.0,3,4.0,4.0,24618.0,2.0,Female,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,5.0,0,4,1
51.0,8.0,2,5.0,6.0,20482.0,1.0,Male,Married,Self Enquiry,Small Business,Deluxe,Manager,1,4.0,0,1,0
41.0,21.0,3,5.0,3.0,38304.0,2.0,Male,Single,Self Enquiry,Small Business,King,VP,1,3.0,0,3,1
59.0,31.0,2,3.0,1.0,22637.0,0.0,Female,Unmarried,Self Enquiry,Salaried,Standard,Senior Manager,3,5.0,0,3,1
24.0,15.0,2,3.0,3.0,18172.0,1.0,Male,Single,Company Invited,Small Business,Basic,Executive,1,5.0,1,3,0
46.0,8.0,3,3.0,1.0,32048.0,1.0,Female,Married,Self Enquiry,Small Business,Super Deluxe,AVP,3,5.0,0,1,1
51.0,27.0,3,3.0,1.0,20441.0,1.0,Male,Single,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,5,1
47.0,6.0,3,3.0,1.0,26957.0,0.0,Female,Married,Company Invited,Small Business,Standard,Senior Manager,1,4.0,0,5,0
44.0,16.0,3,6.0,2.0,24024.0,2.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,2,1
36.0,16.0,4,5.0,3.0,29363.0,3.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,3.0,1,4,1
41.0,9.0,4,4.0,3.0,23339.0,3.0,Male,Unmarried,Self Enquiry,Salaried,Deluxe,Manager,1,3.0,0,3,1
56.0,13.0,3,3.0,1.0,17339.0,2.0,Male,Married,Self Enquiry,Large Business,Basic,Executive,1,3.0,0,4,1
38.0,12.0,3,2.0,2.0,22178.0,1.0,Male,Unmarried,Company Invited,Large Business,Basic,Executive,1,3.0,0,5,1
35.0,16.0,2,4.0,1.0,25306.0,1.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,3,5.0,0,5,1
29.0,9.0,3,4.0,2.0,26935.0,2.0,Male,Married,Self Enquiry,Small Business,Standard,Senior Manager,1,3.0,0,1,0
44.0,14.0,3,4.0,2.0,28663.0,1.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,5.0,0,5,1
44.0,16.0,4,4.0,5.0,24357.0,1.0,Male,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,1,3,1
38.0,29.0,2,4.0,1.0,24526.0,0.0,Male,Unmarried,Company Invited,Salaried,Standard,Senior Manager,1,3.0,0,3,1
25.0,24.0,3,5.0,3.0,23055.0,1.0,Female,Married,Self Enquiry,Small Business,Deluxe,Manager,1,3.0,0,3,0
42.0,27.0,2,3.0,3.0,20265.0,0.0,Female,Married,Company Invited,Small Business,Deluxe,Manager,1,3.0,0,2,0
39.0,10.0,2,4.0,5.0,20902.0,1.0,Female,Married,Self Enquiry,Salaried,Deluxe,Manager,3,3.0,0,5,1
26.0,7.0,3,4.0,6.0,21907.0,2.0,Male,Divorced,Self Enquiry,Large Business,Basic,Executive,1,3.0,0,5,1
30.0,18.0,3,4.0,2.0,17033.0,2.0,Male,Married,Company Invited,Salaried,Basic,Executive,3,5.0,0,5,1
36.0,14.0,2,3.0,2.0,25096.0,1.0,Female,Married,Self Enquiry,Large Business,Standard,Senior Manager,1,3.0,0,4,1
35.0,28.0,3,1.0,1.0,26996.0,2.0,Female,Married,Self Enquiry,Salaried,Standard,Senior Manager,1,4.0,0,5,1
28.0,15.0,3,3.0,2.0,17070.0,1.0,Male,Divorced,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,2,1
26.0,12.0,3,5.0,3.0,24422.0,1.0,Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,1,3,1
30.0,15.0,2,4.0,2.0,17206.0,1.0,Male,Single,Self Enquiry,Small Business,Basic,Executive,1,3.0,0,4,1
36.0,9.0,2,4.0,2.0,25325.0,0.0,Male,Married,Self Enquiry,Salaried,Standard,Senior Manager,3,3.0,1,1,1
30.0,31.0,4,5.0,3.0,21117.0,3.0,Male,Single,Company Invited,Salaried,Basic,Executive,1,3.0,1,3,1
50.0,5.0,2,3.0,5.0,34331.0,1.0,Male,Married,Self Enquiry,Small Business,King,VP,3,3.0,1,5,0
29.0,8.0,3,4.0,3.0,21644.0,1.0,Male,Divorced,Self Enquiry,Small Business,Deluxe,Manager,3,4.0,0,4,0
44.0,16.0,3,6.0,2.0,24024.0,1.0,Fe Male,Unmarried,Self Enquiry,Small Business,Deluxe,Manager,3,3.0,0,1,0
32.0,10.0,4,4.0,2.0,32353.0,3.0,Male,Married,Company Invited,Small Business,Standard,Senior Manager,1,3.0,0,4,1
24.0,27.0,2,4.0,1.0,17296.0,0.0,Male,Married,Self Enquiry,Large Business,Basic,Executive,1,5.0,0,3,0
27.0,18.0,3,4.0,3.0,23419.0,2.0,Male,Divorced,Company Invited,Small Business,Deluxe,Manager,1,5.0,1,3,1
40.0,14.0,3,4.0,2.0,24094.0,2.0,Male,Unmarried,Self Enquiry,Small Business,Basic,Executive,1,3.0,1,4,1
23.0,23.0,4,2.0,3.0,21613.0,3.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,3.0,1,3,0
43.0,27.0,3,3.0,1.0,17258.0,2.0,Male,Divorced,Company Invited,Small Business,Basic,Executive,1,3.0,0,4,0
33.0,13.0,2,3.0,2.0,20968.0,1.0,Male,Married,Company Invited,Salaried,Deluxe,Manager,1,3.0,0,5,1
50.0,15.0,3,3.0,5.0,17380.0,2.0,Male,Married,Self Enquiry,Salaried,Basic,Executive,1,3.0,0,5,1
28.0,10.0,4,5.0,3.0,21244.0,3.0,Male,Married,Company Invited,Small Business,Basic,Executive,1,3.0,1,1,0
